fold,bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
4,L1_Contract=two_year|L2_tenure=others,L1_Contract=two_year,2,L2_tenure,numeric_bin,others,57,43,14,11.0,True,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,71,45,26,21.0,True,False,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=fiber
4,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,12,10,2,4.0,True,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,242,176,66,44.0,True,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,538,385,153,157.0,True,False,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber
4,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,others,41,27,14,14.0,True,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,dsl,548,375,173,142.0,True,True,L1_Contract=month_to_month|L2_tenure=new
4,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,fiber,739,529,210,177.0,True,False,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber
4,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,307,206,101,81.0,True,True,L1_Contract=month_to_month|L2_tenure=new
4,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,197,134,63,35.0,True,True,L1_Contract=month_to_month|L2_tenure=short_term
4,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,fiber,350,230,120,75.0,True,True,L1_Contract=month_to_month|L2_tenure=short_term
4,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,68,52,16,12.0,True,True,L1_Contract=month_to_month|L2_tenure=short_term
4,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,75,55,20,11.0,True,True,ROOT
4,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,167,106,61,33.0,True,True,ROOT
4,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,22,17,5,5.0,True,True,ROOT
4,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,307,199,108,56.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
4,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,237,165,72,72.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
4,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,129,89,40,38.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
4,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,79,54,25,16.0,True,True,L1_Contract=one_year|L2_tenure=short_term
4,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,others,70,51,19,32.0,True,True,L1_Contract=one_year|L2_tenure=short_term
4,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,325,241,84,77.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl
4,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,270,186,84,66.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber
4,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,no_internet,196,155,41,52.0,True,True,ROOT
4,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,137,95,42,46.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl
4,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,66,49,17,26.0,True,True,ROOT
4,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,213,146,67,63.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet
5,ROOT,ROOT,0,ROOT,ROOT,all,5635,788,337,,False,False,ROOT
5,L1_Contract=month_to_month,ROOT,1,L1_Contract,categorical_group,month_to_month,3084,476,206,,False,True,ROOT
5,L1_Contract=one_year,ROOT,1,L1_Contract,categorical_group,one_year,1179,162,130,,False,True,ROOT
5,L1_Contract=two_year,ROOT,1,L1_Contract,categorical_group,two_year,1372,272,100,,False,True,ROOT
5,L1_Contract=month_to_month|L2_tenure=long_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,long_term,84,60,24,,False,True,ROOT
5,L1_Contract=month_to_month|L2_tenure=mid_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,mid_term,831,144,60,,False,False,L1_Contract=month_to_month|L2_tenure=mid_term
5,L1_Contract=month_to_month|L2_tenure=new,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,new,1585,225,88,,False,False,L1_Contract=month_to_month|L2_tenure=new
5,L1_Contract=month_to_month|L2_tenure=short_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,short_term,584,108,55,,False,False,L1_Contract=month_to_month|L2_tenure=short_term
5,L1_Contract=one_year|L2_tenure=long_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,long_term,255,83,92,,False,True,ROOT
5,L1_Contract=one_year|L2_tenure=mid_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,mid_term,670,94,69,,False,False,L1_Contract=one_year|L2_tenure=mid_term
5,L1_Contract=one_year|L2_tenure=new,L1_Contract=one_year,2,L2_tenure,numeric_bin,new,102,74,28,,False,False,L1_Contract=one_year|L2_tenure=new
5,L1_Contract=one_year|L2_tenure=short_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,short_term,152,107,45,,False,False,L1_Contract=one_year|L2_tenure=short_term
5,L1_Contract=two_year|L2_tenure=long_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,long_term,798,111,94,,False,True,ROOT
5,L1_Contract=two_year|L2_tenure=mid_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,mid_term,448,109,79,,False,True,ROOT
5,L1_Contract=two_year|L2_tenure=short_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,short_term,67,55,12,23.0,True,True,ROOT
5,L1_Contract=two_year|L2_tenure=others,L1_Contract=two_year,2,L2_tenure,numeric_bin,others,59,42,17,9.0,True,True,ROOT
5,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,71,52,19,21.0,True,True,ROOT
5,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,13,8,5,3.0,True,True,ROOT
5,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,215,152,63,71.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
5,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,567,376,191,128.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
5,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,others,49,39,10,6.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
5,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,dsl,548,394,154,142.0,True,True,L1_Contract=month_to_month|L2_tenure=new
5,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,fiber,736,533,203,180.0,True,False,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber
5,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,301,208,93,87.0,True,True,L1_Contract=month_to_month|L2_tenure=new
5,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,183,121,62,49.0,True,True,L1_Contract=month_to_month|L2_tenure=short_term
5,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,fiber,341,222,119,84.0,True,False,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber
5,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,60,40,20,20.0,True,True,L1_Contract=month_to_month|L2_tenure=short_term
5,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,71,49,22,15.0,True,True,ROOT
5,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,162,100,62,38.0,True,True,ROOT
5,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,22,14,8,5.0,True,True,ROOT
5,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,284,204,80,79.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
5,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,257,180,77,52.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
5,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,129,91,38,38.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
5,L1_Contract=one_year|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,61,46,15,14.0,True,True,L1_Contract=one_year|L2_tenure=new
5,L1_Contract=one_year|L2_tenure=new|L3_InternetService=others,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,others,41,28,13,8.0,True,True,L1_Contract=one_year|L2_tenure=new
5,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,63,45,18,16.0,True,True,L1_Contract=one_year|L2_tenure=short_term
5,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,69,51,18,26.0,True,True,L1_Contract=one_year|L2_tenure=short_term
5,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,others,20,11,9,3.0,True,True,L1_Contract=one_year|L2_tenure=short_term
5,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,324,234,90,78.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl
5,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,276,191,85,60.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber
5,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,no_internet,198,139,59,50.0,True,True,ROOT
5,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,144,99,45,39.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl
5,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,80,58,22,12.0,True,True,ROOT
5,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,224,162,62,52.0,True,True,ROOT
